#C >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
#C [SECTION REPORT PULSE HEIGHT SPECTRUM]
#C 
#C For plotting purposes, two energies per bin are given,
#C namely, the low end and the middle point of each bin
#C 
#S 1 Data sets for histograms
#N 8
#L  Elow [eV]  Emiddle [eV]  Source [1/eV]  2sigmaSource  Si [1/eV]  2sigmaSi  Up [1/eV]  2sigmaUp  
  1.23062E+05  1.23812E+05  4.26456E-07  1.1E-07  5.33070E-08  3.8E-08  7.32972E-08  4.4E-08
  1.24562E+05  1.25313E+05  2.86525E-07  8.7E-08  5.99704E-08  4.0E-08  7.32972E-08  4.4E-08
  1.26063E+05  1.26814E+05  6.19694E-07  1.3E-07  5.99704E-08  4.0E-08  3.99803E-08  3.3E-08
  1.27564E+05  1.28314E+05  3.93139E-07  1.0E-07  3.99803E-08  3.3E-08  6.66338E-08  4.2E-08
  1.29065E+05  1.29815E+05  2.79862E-07  8.6E-08  3.33169E-08  3.0E-08  5.99704E-08  4.0E-08
  1.30565E+05  1.31316E+05  3.86476E-07  1.0E-07  3.33169E-08  3.0E-08  5.33070E-08  3.8E-08
  1.32066E+05  1.32816E+05  2.99852E-07  8.9E-08  3.33169E-08  3.0E-08  3.99803E-08  3.3E-08
  1.33567E+05  1.34317E+05  4.06466E-07  1.0E-07  5.99704E-08  4.0E-08  5.99704E-08  4.0E-08
  1.35068E+05  1.35818E+05  2.73199E-07  8.5E-08  6.66338E-09  1.3E-08  5.33070E-08  3.8E-08
  1.36568E+05  1.37319E+05  9.32873E-08  5.0E-08  1.33268E-08  1.9E-08  1.99901E-08  2.3E-08
  1.38069E+05  1.38819E+05  2.53208E-07  8.2E-08  1.33268E-08  1.9E-08  3.33169E-08  3.0E-08
  1.39570E+05  1.40320E+05  3.46496E-07  9.6E-08  1.33268E-08  1.9E-08  1.99901E-08  2.3E-08
  1.41071E+05  1.41821E+05  2.33218E-07  7.9E-08  3.33169E-08  3.0E-08  3.33169E-08  3.0E-08
  1.42571E+05  1.43322E+05  2.06565E-07  7.4E-08  1.99901E-08  2.3E-08  1.33268E-08  1.9E-08
  1.44072E+05  1.44822E+05  2.06565E-07  7.4E-08  6.66338E-09  1.3E-08  1.99901E-08  2.3E-08
  1.45573E+05  1.46323E+05  1.13277E-07  5.5E-08  1.33268E-08  1.9E-08  6.66338E-09  1.3E-08
  1.47074E+05  1.47824E+05  1.99901E-07  7.3E-08  6.66338E-09  1.3E-08  1.33268E-08  1.9E-08
  1.48574E+05  1.49325E+05  2.33218E-07  7.9E-08  1.99901E-08  2.3E-08  0.00000E+00  0.0E+00
  1.50075E+05  1.50825E+05  0.00000E+00  0.0E+00  0.00000E+00  0.0E+00  0.00000E+00  0.0E+00
#C 
#C Performance report
#C CPU time [t] (s):
#C 6.09664E+01
#C Speed (histories/s):
#C 1.64025E+03
#C 
#C Have a nice day.
